"TX-01 House Election Winner","Charleston Southern Buccaneers vs. High Point Panthers","Macarthur FC vs. Central Coast Mariners FC","","","","","","","","","Honor of Kings: SYGaming vs Titan King's Legion (BO5) - KPL Growth League Group Stage","Solana Up or Down - January 31, 8AM ET","","Meta (META) closes above ___ on January 29?","","Grammys: Album of the Year Winner"
"TN-09 House Election Winner","Indiana Hoosiers vs. Wisconsin Badgers (W)","Independiente Medellín vs. Liverpool FC","","","","","","","","","Honor of Kings: UU Gamers vs WLT Esports Club (BO5) - KPL Growth League Group Stage","Ethereum Up or Down - January 31, 8AM ET","","NVIDIA (NVDA) Up or Down on January 29?","","Grammys: Song of the Year Winner"
"TN-08 House Election Winner","Longwood Lancers vs. Gardner-Webb Runnin' Bulldogs","CD Huachipato vs. Carabobo FC","","","","","","","","","Honor of Kings: Kai Lun Gaming vs Xianyou Gaming (BO5) - KPL Growth League Group Stage","Ethereum ETF Flows on February 2?","","Hang Seng (HSI) Up or Down on January 29?","","How many 7.0 or above earthquakes by June 30?"
"TN-07 House Election Winner","Maryland Terrapins vs. Michigan State Spartans (W)","SSC Napoli vs. Como 1907 - More Markets","","","","","","","","","Valorant: NOVO Esports vs DNSTY (BO5) - VCL Spain: Rising Playoffs","Bitcoin Up or Down - January 31, 8AM ET","","Tesla (TSLA) Up or Down on January 29?","","DeepSeek V4 released by...?"
"TN-06 House Election Winner","USC Upstate Spartans vs. UNC Asheville Bulldogs","FC Internazionale Milano vs. Torino FC - More Markets","","","","","","","","","Valorant: Barça eSports vs UCAM Esports Club (BO5) - VCL Spain: Rising Playoffs","Bitcoin ETF Flows on February 2?","","DAX (DAX) Up or Down on January 29?","","BAFTA Film Awards: Best Film Winner"
"TN-05 House Election Winner","Nebraska Cornhuskers vs. Michigan Wolverines (W)","Atalanta BC vs. Juventus FC - More Markets","","","","","","","","","Valorant: Dortmund eSports vs ALTERNATE aTTaX (BO3) - VCL DACH: Evolution Play-Ins","XRP Up or Down - January 30, 7:45AM-8:00AM ET","","Google (GOOGL) closes above ___ on January 29?","","BAFTA Film Awards: Outstanding British Film Winner"
"TN-04 House Election Winner","Winthrop Eagles vs. Radford Highlanders","Bologna FC 1909 vs. SS Lazio","","","","","","","","","Valorant: RIZON vs Bodax Gaming (BO3) - VCL DACH: Evolution Play-Ins","Ethereum Up or Down - January 30, 7:45AM-8:00AM ET","","Meta (META) Up or Down on January 29?","","BAFTA Film Awards: Outstanding Debut Winner"
"TN-03 House Election Winner","Penn State Nittany Lions vs. Purdue Boilermakers (W)","Atalanta BC vs. Juventus FC","","","","","","","","","Valorant: Nova Esports vs Wolves Esports (BO3) - VCT China Kickoff Playoffs","Solana Up or Down - January 30, 7:45AM-8:00AM ET","","FTSE 100 (UKX) Up or Down on January 29?","","BAFTA Film Awards: Best Documentary Winner"
"TN-02 House Election Winner","Seton Hall Pirates vs. Villanova Wildcats","FC Internazionale Milano vs. Torino FC","","","","","","","","","Valorant: TYLOO vs TEC Esports (BO3) - VCT China Kickoff Playoffs","Bitcoin Up or Down - January 30, 7:45AM-8:00AM ET","","Amazon (AMZN) closes above ___ on January 29?","","BAFTA Film Awards: Non-English Language Film Winner"
"TN-01 House Election Winner","Rutgers Scarlet Knights vs. UCLA Bruins (W)","Venezia FC vs. Modena FC 2018","","","","","","","","","Counter-Strike: los kogutos vs TNT (BO1) - ESEA Advanced Europe Regular Season","XRP Up or Down - January 30, 7:30AM-7:45AM ET","","Dow Jones (DJI) Up or Down on January 29?","","BAFTA Film Awards: Children's & Family Film Winner"
"SD-AL House Election Winner","Creighton Bluejays vs. Georgetown Hoyas","Delfino Pescara 1936 vs. US Catanzaro 1929","","","","","","","","","Counter-Strike: ex-GANK Esports vs 777 (BO1) - ESEA Advanced Europe Regular Season","Solana Up or Down - January 30, 7:30AM-7:45AM ET","","Google (GOOGL) Up or Down on January 29?","","BAFTA Film Awards: Best Animated Film Winner"
"SC-07 House Election Winner","Butler Bulldogs vs. Providence Friars","AC Reggiana 1919 vs. Mantova 1911","","","","","","","","","Counter-Strike: DEPO vs HAVU (BO1) - ESEA Advanced Europe Regular Season","Ethereum Up or Down - January 30, 7:30AM-7:45AM ET","","Amazon (AMZN) Up or Down on January 29?","","Film Independent Spirit Awards: Best Breakthrough Performance Winner (TV)"
"SC-06 House Election Winner","High Point Panthers vs. Winthrop Eagles (W)","Calcio Padova vs. Carrarese Calcio","","","","","","","","","Counter-Strike: AM Gaming vs SIUUUUUU (BO1) - ESEA Advanced Europe Regular Season","Bitcoin Up or Down - January 30, 7:30AM-7:45AM ET","","Nasdaq 100 (NDX) Up or Down on January 29?","","Film Independent Spirit Awards: Best Supporting Performance Winner (TV)"
"SC-05 House Election Winner","Lehigh Mountain Hawks vs. Loyola Maryland Greyhounds","Virtus Entella vs. Cesena FC","","","","","","","","","Counter-Strike: BIG EQUIPA vs Brute (BO1) - ESEA Advanced Europe Regular Season","Solana Up or Down - January 30, 7:15AM-7:30AM ET","","Microsoft (MSFT) closes above ___ on January 29?","","Film Independent Spirit Awards: Best Lead Performance Winner (TV)"
"SC-04 House Election Winner","Radford Highlanders vs. Longwood Lancers (W)","UC Sampdoria vs. Palermo FC","","","","","","","","","Counter-Strike: Peekaboo vs TNC (BO1) - ESEA Advanced Europe Regular Season","XRP Up or Down - January 30, 7:15AM-7:30AM ET","","Nikkei 225 (NIK) Up or Down on January 29?","","Eesti Laul 2026 Winner"
"SC-03 House Election Winner","USC Upstate Spartans vs. Presbyterian Blue Hose (W)","Spezia Calcio vs. Virtus Entella","","","","","","","","","Counter-Strike: los kogutos vs UNiTY esports (BO1) - ESEA Advanced Europe Regular Season","Bitcoin Up or Down - January 30, 7:15AM-7:30AM ET","","Microsoft (MSFT) Up or Down on January 29?","","Latvia: Supernova 2026 Winner"
"SC-02 House Election Winner","Navy Midshipmen vs. Lafayette Leopards","Palermo FC vs. Empoli FC","","","","","","","","","Dota 2: GamerLegion vs OG (BO1) - BLAST Slam Group Stage","Ethereum Up or Down - January 30, 7:15AM-7:30AM ET","","Apple (AAPL) closes above ___ on January 29?","","Melodifestivalen 2026 Winner"
"SC-01 House Election Winner","Lafayette Leopards vs. Navy Midshipmen (W)","Querétaro FC vs. Club León FC - More Markets","","","","","","","","","Dota 2: REKONIX vs Team Liquid (BO1) - BLAST Slam Group Stage","Solana Up or Down - January 30, 7:00AM-7:15AM ET","","S&P 500 (SPX) Opens Up or Down on January 29?","","Sanremo 2026 Winner"
"RI-02 House Election Winner","South Dakota Coyotes vs. Kansas City Roos","Carrarese Calcio vs. FC Südtirol","","","","","","","","","Dota 2: Heroic vs Xtreme Gaming (BO1) - BLAST Slam Group Stage","XRP Up or Down - January 30, 7:00AM-7:15AM ET","","Apple (AAPL) Up or Down on January 29?","","Meta ""Mango"" model released by...?"
"RI-01 House Election Winner","Loyola Maryland Greyhounds vs. Lehigh Mountain Hawks (W)","Deportivo Toluca FC vs. CF Cruz Azul - More Markets","","","","","","","","","Dota 2: Team Falcons vs Natus Vincere (BO1) - BLAST Slam Group Stage","Bitcoin Up or Down - January 30, 7:00AM-7:15AM ET","","S&P 500 (SPX) Up or Down on January 29?","","Will Dan Koe win the X $1M article prize?"
"PA-16 House Election Winner","St. Thomas (MN) Tommies vs. South Dakota State Jackrabbits","Mantova 1911 vs. SSC Bari","","","","","","","","","Dota 2: Team Spirit vs MOUZ (BO1) - BLAST Slam Group Stage","Ethereum Up or Down - January 30, 7:00AM-7:15AM ET","","Will Robinhood Markets (HOOD) beat quarterly earnings?","","Will Bryan Johnson propose to his co-founder before 2027?"
"PA-15 House Election Winner","Green Bay Phoenix vs. Northern Kentucky Norse","SS Juve Stabia vs. Calcio Padova","","","","","","","","","Dota 2: Team Yandex vs OG (BO1) - BLAST Slam Group Stage","XRP Up or Down - January 31, 7AM ET","","Will S&P Global (SPGI) beat quarterly earnings?","","Costco increases hotdog price before 2027?"
"PA-14 House Election Winner","American Eagles vs. Bucknell Bison (W)","Atlas FC vs. Pumas de la UNAM - More Markets","","","","","","","","","Dota 2: Tundra Esports vs Team Liquid (BO1) - BLAST Slam Group Stage","Solana Up or Down - January 31, 7AM ET","","Will Lyft (LYFT) beat quarterly earnings?","","Will Tesla open orders for the Robovan before 2027?"
"PA-13 House Election Winner","Wright State Raiders vs. Robert Morris Colonials","Frosinone Calcio vs. Venezia FC","","","","","","","","","Dota 2: GamerLegion vs Xtreme Gaming (BO1) - BLAST Slam Group Stage","Ethereum Up or Down - January 31, 7AM ET","","Will CVS Health (CVS) beat quarterly earnings?","","Named storm forms before hurricane season?"
"PA-12 House Election Winner","UNC Asheville Bulldogs vs. Charleston Southern Buccaneers (W)","CF Pachuca vs. FC Juárez - More Markets","","","","","","","","","Dota 2: REKONIX vs Natus Vincere (BO1) - BLAST Slam Group Stage","Bitcoin Up or Down - January 31, 7AM ET","","Will BP (BP) beat quarterly earnings?","","Which company's AI will first hit 1500 on Chatbot Arena by June 30?"
"PA-11 House Election Winner","South Dakota State Jackrabbits vs. St. Thomas (MN) Tommies (W)","Modena FC 2018 vs. UC Sampdoria","","","","","","","","","Dota 2: Team Falcons vs Heroic (BO1) - BLAST Slam Group Stage","Solana Up or Down - January 30, 6:45AM-7:00AM ET","","Will Coca-Cola (KO) beat quarterly earnings?","","Oscars 2026: Best Picture Winner"
"PA-09 House Election Winner","Detroit Titans vs. Milwaukee Panthers","CF América vs. CF Monterrey - More Markets","","","","","","","","","Dota 2: MOUZ vs OG (BO1) - BLAST Slam Group Stage","XRP Up or Down - January 30, 6:45AM-7:00AM ET","","Will Advanced Micro Devices (AMD) beat quarterly earnings?","","Oscars 2026: Best Actor Winner"
"PA-06 House Election Winner","Cleveland State Vikings vs. IU Indy Jaguars (W)","US Catanzaro 1929 vs. AC Reggiana 1919","","","","","","","","","Dota 2: Team Spirit vs Team Liquid (BO1) - BLAST Slam Group Stage","Ethereum Up or Down - January 30, 6:45AM-7:00AM ET","","Will Fidelity National Information Services (FIS) beat quarterly earnings?","","Kylie Jenner confirmed pregnant in 2026?"
"PA-05 House Election Winner","Oakland Golden Grizzlies vs. Cleveland State Vikings","UD Almería vs. AD Ceuta FC - More Markets","","","","","","","","","Dota 2: Team Yandex vs Xtreme Gaming (BO1) - BLAST Slam Group Stage","Bitcoin Up or Down - January 30, 6:45AM-7:00AM ET","","Will Datadog Inc (DDOG) beat quarterly earnings?","","Will Zendaya and Tom Holland get married by December 31?"
"PA-04 House Election Winner","Youngstown State Penguins vs. Purdue Fort Wayne Mastodons","SD Eibar vs. Real Sporting de Gijón - More Markets","","","","","","","","","Dota 2: Tundra Esports vs Natus Vincere (BO1) - BLAST Slam Group Stage","Solana Up or Down - January 30, 6:30AM-6:45AM ET","","Will Cloudflare (NET) beat quarterly earnings?","","Grammys: Best Classical Instrumental Solo Winner"
"PA-03 House Election Winner","Northern Illinois Huskies vs. Ball State Cardinals (W)","SD Huesca vs. Cádiz CF - More Markets","","","","","","","","","Dota 2: GamerLegion vs Heroic (BO1) - BLAST Slam Group Stage","Ethereum Up or Down - January 30, 6:30AM-6:45AM ET","","Will Marriott International (MAR) beat quarterly earnings?","","Grammys: Best Contemporary Classical Composition Winner"
"PA-02 House Election Winner","Central Michigan Chippewas vs. Buffalo Bulls (W)","CD Castellón vs. FC Andorra - More Markets","","","","","","","","","Dota 2: Team Falcons vs REKONIX (BO1) - BLAST Slam Group Stage","XRP Up or Down - January 30, 6:30AM-6:45AM ET","","Will CRISPR Therapeutics (CRSP) beat quarterly earnings?","","Grammys: Best Classical Compendium Winner"
"OR-06 House Election Winner","Furman Paladins vs. East Tennessee State Buccaneers","Granada CF vs. Real Racing Club - More Markets","","","","","","","","","Dota 2: OG vs Team Liquid (BO1) - BLAST Slam Group Stage","Bitcoin Up or Down - January 30, 6:30AM-6:45AM ET","","Who will close Warner Bros. acquisition?","","How many monthly active users will Spotify report 2025 Q4?"
"OR-04 House Election Winner","Eastern Michigan Eagles vs. Massachusetts Minutemen (W)","CA Rosario Central vs. CA Barracas Central","","","","","","","","","Dota 2: MOUZ vs Xtreme Gaming (BO1) - BLAST Slam Group Stage","Solana Up or Down - January 30, 6:15AM-6:30AM ET","","Will Paramount close Warner Bros. acquisition by end of 2026?","","Will MrBeast hit ___ Million subscribers by March 31?"
"OR-03 House Election Winner","Western Carolina Catamounts vs. UNCG Spartans","Instituto AC Córdoba vs. CA Central Córdoba","","","","","","","","","Dota 2: Team Spirit vs Natus Vincere (BO1) - BLAST Slam Group Stage","Ethereum Up or Down - January 30, 6:15AM-6:30AM ET","","Paramount x Warner Bros. acquisition announced by June 30?","","Will MrBeast hit ___ Million subscribers by January 31?"
"OR-02 House Election Winner","Western Michigan Broncos vs. Ohio Bobcats (W)","CA Boca Juniors vs. CA Platense","","","","","","","","","Dota 2: Team Yandex vs Heroic (BO1) - BLAST Slam Group Stage","XRP Up or Down - January 30, 6:15AM-6:30AM ET","","Will Netflix close Warner Bros. acquisition by end of 2026? ","","# of views of next MrBeast video on week 1?"
"OR-01 House Election Winner","Wofford Terriers vs. VMI Keydets","Gimnasia y Esgrima de La Plata vs. Estudiantes de La Plata","","","","","","","","","Dota 2: Tundra Esports vs REKONIX (BO1) - BLAST Slam Group Stage","Bitcoin Up or Down - January 30, 6:15AM-6:30AM ET","","Trump Media x TAE Technologies merger closed by March 31?","",""
"OK-05 House Election Winner","Bowling Green Falcons vs. Kent State Golden Flashes (W)","CF Cruz Azul vs. Tigres de la UANL","","","","","","","","","Dota 2: Team Falcons vs GamerLegion (BO1) - BLAST Slam Group Stage","Solana Up or Down - January 30, 6:00AM-6:15AM ET","","2nd Largest company end of January?","",""
"OK-04 House Election Winner","South Alabama Jaguars vs. Appalachian State Mountaineers","Club Santos Laguna vs. Mazatlán FC","","","","","","","","","Counter-Strike Case Index above ___ end of February?","XRP Up or Down - January 30, 6:00AM-6:15AM ET","","Largest Company end of January?","",""
"OK-03 House Election Winner","Toledo Rockets vs. Akron Zips (W)","Amiens SC vs. Clermont Foot 63 - More Markets","","","","","","","","","Counter-Strike Doppler Index above ___ end of February?","Bitcoin Up or Down - January 30, 6:00AM-6:15AM ET","","Anthropic IPO Closing Market Cap","",""
"OK-02 House Election Winner","Arkansas State Red Wolves vs. Coastal Carolina Chanticleers","Vejle BK vs. FC Fredericia - More Markets","","","","","","","","","Counter-Strike Glove Index above ___ end of February?","Ethereum Up or Down - January 30, 6:00AM-6:15AM ET","","Discord IPO Closing Market Cap","",""
"OK-01 House Election Winner","Appalachian State Mountaineers vs. Troy Trojans (W)","Coritiba FBC vs. Red Bull Bragantino - More Markets","","","","","","","","","Counter-Strike Knife Index above ___ end of February?","XRP Up or Down - January 31, 6AM ET","","Stripe IPO Closing Market Cap","",""
"OH-15 House Election Winner","Texas State Bobcats vs. Georgia Southern Eagles","EC Vitória vs. Clube do Remo - More Markets","","","","","","","","","CS2 market cap reaches 6 billion again by...?","Solana Up or Down - January 31, 6AM ET","","Databricks IPO Closing Market Cap","",""
"OH-14 House Election Winner","Coastal Carolina Chanticleers vs. Arkansas State Red Wolves (W)","Mirassol FC vs. CR Vasco da Gama - More Markets","","","","","","","","","Will Forsen beat xQc's Minecraft speedrun record by...?","Ethereum Up or Down - January 31, 6AM ET","","Freddie Mac IPO Closing Market Cap","",""
"OH-12 House Election Winner","Troy Trojans vs. Georgia State Panthers","Hull City AFC vs. Watford FC","","","","","","","","","Another GTA VI trailer released by March 31?","Bitcoin Up or Down - January 31, 6AM ET","","Fannie Mae IPO Closing Market Cap","",""
"OH-11 House Election Winner","Georgia Southern Eagles vs. Texas State Bobcats (W)","Portsmouth FC vs. Ipswich Town FC","","","","","","","","","Will Forsen be the NLC 2026 Winter Split MVP?","Ethereum Up or Down - January 30, 5:45AM-6:00AM ET","","OpenAI IPO Closing Market Cap","",""
"OH-10 House Election Winner","Louisiana-Lafayette Ragin' Cajuns vs. James Madison Dukes","Sheffield United FC vs. Oxford United FC","","","","","","","","","Forsen to get signed by an LCK prog org by Jun 30?","XRP Up or Down - January 30, 5:45AM-6:00AM ET","","Who will acquire TikTok?","",""
"OH-08 House Election Winner","Georgia State Panthers vs. Louisiana-Monroe Warhawks (W)","FC Cajamarca vs. CD Garcilaso - More Markets","","","","","","","","","Valorant: Bushido Wildcats vs Misa Esports (BO3) - VCL Türkiye: Birlik Kickoff Regular Season","Bitcoin Up or Down - January 30, 5:45AM-6:00AM ET","","","",""
"OH-07 House Election Winner","Southern Miss Golden Eagles vs. Marshall Thundering Herd","Sheffield United FC vs. Middlesbrough FC - More Markets","","","","","","","","","Valorant: Galatasaray Esports vs S2G Esports (BO3) - VCL Türkiye: Birlik Kickoff Regular Season","Solana Up or Down - January 30, 5:45AM-6:00AM ET","","","",""
"OH-06 House Election Winner","James Madison Dukes vs. Southern Miss Golden Eagles (W)","Hertha BSC vs. SC Freiburg - More Markets","","","","","","","","","Valorant: Eternal Fire vs FUT Academy (BO3) - VCL Türkiye: Birlik Kickoff Regular Season","Solana Up or Down - January 30, 5:30AM-5:45AM ET","","","",""
"OH-05 House Election Winner","Louisiana-Monroe Warhawks vs. Old Dominion Monarchs","CA Gimnasia y Esgrima de Mendoza vs. CA Independiente","","","","","","","","","Valorant: Chivas Esports vs LAZER (BO3) - VCL Latin America North Group Stage","XRP Up or Down - January 30, 5:30AM-5:45AM ET","","","",""
"OH-04 House Election Winner","Old Dominion Monarchs vs. Louisiana-Lafayette Ragin' Cajuns (W)","CA Belgrano vs. CA Tucumán","","","","","","","","","Valorant: Fuego vs Contra (BO3) - VCL Latin America North Group Stage","Bitcoin Up or Down - January 30, 5:30AM-5:45AM ET","","","",""
"OH-03 House Election Winner","Cavaliers vs. Clippers","CA Central Córdoba vs. CA Talleres","","","","","","","","","Valorant: OXEN vs Farenvehn (BO3) - VCL Latin America South Group Stage","Ethereum Up or Down - January 30, 5:30AM-5:45AM ET","","","",""
"OH-02 House Election Winner","New Mexico State Aggies vs. Louisiana Tech Bulldogs","CA San Lorenzo de Almagro vs. Instituto AC Córdoba","","","","","","","","","Valorant: 9z Team vs KRÜ Spark (BO3) - VCL Latin America South Group Stage","XRP Up or Down - January 30, 5:15AM-5:30AM ET","","","",""
"NY-26 House Election Winner","Marshall Thundering Herd vs. South Alabama Jaguars (W)","CA Platense vs. CSyD Defensa y Justicia","","","","","","","","","Valorant: sleepers vs Alliance Guardians (BO3) - VCL North America Swiss Stage","Solana Up or Down - January 30, 5:15AM-5:30AM ET","","","",""
"NY-25 House Election Winner","Grizzlies vs. Kings","Birmingham City FC vs. West Bromwich Albion FC - More Markets","","","","","","","","","Valorant: QoR vs YFP Gaming (BO3) - VCL North America Swiss Stage","Ethereum Up or Down - January 30, 5:15AM-5:30AM ET","","","",""
"NY-24 House Election Winner","UTEP Miners vs. Sam Houston Bearkats","Fenerbahçe SK vs. Gençlerbirliği SK - More Markets","","","","","","","","","Valorant: Evil Geniuses Academy vs Shopify Rebellion Black (BO3) - VCL North America Swiss Stage","Bitcoin Up or Down - January 30, 5:15AM-5:30AM ET","","","",""
"NY-23 House Election Winner","Eastern Kentucky Colonels vs. Lipscomb Bisons (W)","Gaziantep FK vs. Kasımpaşa SK - More Markets","","","","","","","","","Valorant: NRG Academy vs SaD Esports (BO3) - VCL North America Swiss Stage","Ethereum Up or Down - January 30, 5:00AM-5:15AM ET","","","",""
"NY-21 House Election Winner","Thunder vs. Spurs","SSC Napoli vs. Como 1907","","","","","","","","","Counter-Strike: Aurora Gaming vs PARIVISION (BO3) - IEM Krakow Play-In","Bitcoin Up or Down - January 30, 5:00AM-5:15AM ET","","","",""
"NY-20 House Election Winner","Jacksonville State Gamecocks vs. Western Kentucky Hilltoppers","Club Alianza Lima vs. CS 2 de Mayo","","","","","","","","","Counter-Strike: GamerLegion vs Heroic (BO3) - IEM Krakow Play-In","Solana Up or Down - January 30, 5:00AM-5:15AM ET","","","",""
"NY-16 House Election Winner","Austin Peay Governors vs. North Alabama Lions (W)","Go Ahead Eagles vs. SC Heerenveen","","","","","","","","","Dota 2: hAze clan vs L1ga Team (BO3) - PGL Wallachia: Eastern Europe Closed Qualifier Playoffs","XRP Up or Down - January 30, 5:00AM-5:15AM ET","","","",""
"NY-15 House Election Winner","Florida International Golden Panthers vs. Middle Tennessee Blue Raiders","Sheffield United FC vs. Middlesbrough FC","","","","","","","","","Counter-Strike: 33 vs JUMBO TEAM (BO3) - Exort Cataclysm Group D","XRP Up or Down - January 31, 5AM ET","","","",""
"NY-14 House Election Winner","Pelicans vs. Bucks","Estoril Praia vs. CD Tondela - More Markets","","","","","","","","","Counter-Strike: Nuclear TigeRES vs Gluck (BO3) - Exort Cataclysm Group D","Solana Up or Down - January 31, 5AM ET","","","",""
"NY-13 House Election Winner","Liberty Flames vs. Delaware Fightin' Blue Hens","FC Arouca vs. Vitória SC - More Markets","","","","","","","","","Counter-Strike: Team Nemesis vs MUERTA TEAM (BO3) - Exort Cataclysm Group C","Ethereum Up or Down - January 31, 5AM ET","","","",""
"NY-12 House Election Winner","Celtics vs. Rockets","Carabao Cup Winner","","","","","","","","","Counter-Strike: ARCRED vs WW Team (BO3) - Exort Cataclysm Group B","Bitcoin Up or Down - January 31, 5AM ET","","","",""
"NY-11 House Election Winner","Central Arkansas Bears vs. Queens (NC) Royals (W)","Ligue 1 - Which Clubs Get Relegated?","","","","","","","","","Counter-Strike: FORZE Reload vs WHITEBIRD (BO3) - Exort Cataclysm Group A","Solana Up or Down - January 30, 4:45AM-5:00AM ET","","","",""
"NY-10 House Election Winner","Tarleton State Texans vs. Abilene Christian Wildcats (W)","La Liga - Which Clubs Get Relegated?","","","","","","","","","Counter-Strike: Virtus.pro vs RUSTEC (BO3) - Exort Cataclysm Group B","XRP Up or Down - January 30, 4:45AM-5:00AM ET","","","",""
"NY-09 House Election Winner","Howard Bison vs. Coppin State Eagles","Bundesliga - Which Clubs Get Relegated?","","","","","","","","","Counter-Strike: K27 vs WATERMELON (BO3) - Exort Cataclysm Group A","Ethereum Up or Down - January 30, 4:45AM-5:00AM ET","","","",""
"NY-08 House Election Winner","Timberwolves vs. Raptors","Bundesliga Winner","","","","","","","","","Counter-Strike: Legacy vs FUT Esports (BO3) - IEM Krakow Play-In","Bitcoin Up or Down - January 30, 4:45AM-5:00AM ET","","","",""
"NY-07 House Election Winner","Nuggets vs. Knicks","Serie A League Winner","","","","","","","","","Counter-Strike: BC.Game Esports vs 3DMAX (BO3) - IEM Krakow Play-In","XRP Up or Down - January 30, 4:30AM-4:45AM ET","","","",""
"NY-06 House Election Winner","Virtus Bologna vs. ASVEL Lyon-Villeurbanne","La Liga Winner","","","","","","","","","Counter-Strike: paiN vs B8 (BO3) - IEM Krakow Play-In","Bitcoin Up or Down - January 30, 4:30AM-4:45AM ET","","","",""
"NY-05 House Election Winner","Mobis Phoebus vs. Anyang","English Premier League Winner","","","","","","","","","Counter-Strike: Eternal Fire vs MASONIC (BO3) - A1 Gaming League Group Stage","Solana Up or Down - January 30, 4:30AM-4:45AM ET","","","",""
"NY-02 House Election Winner","Sonic Boom vs. Wonju DB Promy","2026 FIFA World Cup Winner","","","","","","","","","Counter-Strike: Acend vs Brute (BO3) - A1 Gaming League Group Stage","Ethereum Up or Down - January 30, 4:30AM-4:45AM ET","","","",""
"NY-01 House Election Winner","Goyang vs. Daegu Pegasus","English Premier League - Top Goalscorer","","","","","","","","","Counter-Strike: Phantom vs STATE (BO3) - A1 Gaming League Group Stage","XRP Up or Down - January 30, 4:15AM-4:30AM ET","","","",""
"NV-02 House Election Winner","Union De Santa Fe vs. Obera TC","La Liga - Top Goalscorer","","","","","","","","","Counter-Strike: Fingers Crossed vs  CSDIILIT (BO3) - A1 Gaming League Group Stage","Solana Up or Down - January 30, 4:15AM-4:30AM ET","","","",""
"NM-03 House Election Winner","Instituto Cordoba vs. San Martin de Corrientes","Serie A - Top Goalscorer","","","","","","","","","Counter-Strike: AaB esport vs Washington (BO3) - A1 Gaming League Group Stage","Bitcoin Up or Down - January 30, 4:15AM-4:30AM ET","","","",""
"NM-01 House Election Winner","Nanterre vs. Chalon/Saone","French Ligue 1 Winner","","","","","","","","","Dota 2: Team Nemesis vs PlayTime (BO3) - PGL Wallachia: Asia Closed Qualifier Playoffs","Ethereum Up or Down - January 30, 4:15AM-4:30AM ET","","","",""
"NJ-12 House Election Winner","Strasbourg vs. Le Mans","Champions League: Which teams advance to round of 16?","","","","","","","","","Counter-Strike: Astralis vs NRG (BO3) - IEM Krakow Play-In","Solana Up or Down - January 30, 4:00AM-4:15AM ET","","","",""
"NJ-11 House Election Winner","Cholet vs. Bourg-en-Bresse","Champions League Top Scorer","","","","","","","","","Dota 2:  Pipsqueak+4 vs Aurora (BO3) - FISSURE Universe Episode 8 Play-In Playoffs","XRP Up or Down - January 30, 4:00AM-4:15AM ET","","","",""
"NJ-10 House Election Winner","Nancy vs. BCM Gravelines Dunkerque","","","","","","","","","","Valorant: Eintracht Frankfurt vs FOKUS (BO3) - VCL DACH: Evolution Tiebreaker","Solana Up or Down - January 30, 4:00AM-8:00AM ET","","","",""
"NJ-08 House Election Winner","Shandong Hi-Speed Kirin vs. Guangzhou Loong Lions","","","","","","","","","","Dota 2: MOUZ vs Team Liquid (BO3) - FISSURE Universe Episode 8 Playoffs","XRP Up or Down - January 30, 4:00AM-8:00AM ET","","","",""
"NJ-06 House Election Winner","Jilin Northeast Tigers vs. Shanxi Loongs","","","","","","","","","","Counter-Strike: Liquid vs G2 (BO3) - IEM Krakow Play-In","Ethereum Up or Down - January 30, 4:00AM-4:15AM ET","","","",""
"NJ-04 House Election Winner","Liaoning Flying Leopards vs. Tianjin Pioneers","","","","","","","","","","Counter-Strike: NIP vs Passion UA (BO3) - IEM Krakow Play-In","Bitcoin Up or Down - January 30, 4:00AM-8:00AM ET","","","",""
"NJ-03 House Election Winner","Zhejiang Lions vs. Zhejiang Golden Bulls","","","","","","","","","","Counter-Strike: Inner Circle Esports vs Favbet (BO3) - European Pro League Series 4 Playoffs","Bitcoin Up or Down - January 30, 4:00AM-4:15AM ET","","","",""
"NJ-02 House Election Winner","New Zealand Breakers vs. South East Melbourne Phoenix","","","","","","","","","","Valorant: Karmine Corp vs FUT Esports (BO3) - VCT EMEA Kickoff Playoffs","Ethereum Up or Down - January 30, 4:00AM-8:00AM ET","","","",""
"NJ-01 House Election Winner","Illawarra Hawks vs. Adelaide 36ers","","","","","","","","","","Valorant: KRÜ Esports vs Leviatán Esports (BO3) - VCT Americas Kickoff Playoffs","XRP Up or Down - January 31, 4AM ET","","","",""
"NE-03 House Election Winner","Pallacanestro Trieste vs. Nymburk","","","","","","","","","","Valorant: Team Liquid vs Fnatic (BO3) - VCT EMEA Kickoff Playoffs","Solana Up or Down - January 31, 4AM ET","","","",""
"NE-01 House Election Winner","Gran Canaria vs. La Laguna Tenerife","","","","","","","","","","Counter-Strike: RED Canids vs ShindeN (BO3) - FiReCONTER Group B","Ethereum Up or Down - January 31, 4AM ET","","","",""
"ND-AL House Election Winner","Alba Berlin vs. AS Karditsas","","","","","","","","","","Counter-Strike: ODDIK vs Bounty Hunters Esports (BO3) - FiReCONTER Group A","Bitcoin Up or Down - January 31, 4AM ET","","","",""
"NC-14 House Election Winner","Galatasaray vs. Hapoel Holon","","","","","","","","","","","Solana Up or Down - January 30, 3:45AM-4:00AM ET","","","",""
"NC-13 House Election Winner","Le Mans vs. BC Rytas","","","","","","","","","","","XRP Up or Down - January 30, 3:45AM-4:00AM ET","","","",""
"NC-12 House Election Winner","Little Rock Trojans vs. UT Martin Skyhawks","","","","","","","","","","","Bitcoin Up or Down - January 30, 3:45AM-4:00AM ET","","","",""
